stimulus_name,youtube_id,start_ms,end_ms,start_sec,end_sec,duration_sec
vggtest_0iiwZ2_9Vi8_90000_100000,0iiwZ2_9Vi8,90000,100000,90.0,100.0,10.0
vggtest_0izHOfrwPn4_180000_190000,0izHOfrwPn4,180000,190000,180.0,190.0,10.0
vggtest_0jiu0RNizU8_160000_170000,0jiu0RNizU8,160000,170000,160.0,170.0,10.0
vggtest_0ju5RWqEwGQ_108000_118000,0ju5RWqEwGQ,108000,118000,108.0,118.0,10.0
vggtest_0ju5RWqEwGQ_33000_43000,0ju5RWqEwGQ,33000,43000,33.0,43.0,10.0
vggtest_0jy-sVREk4o_30000_40000,0jy-sVREk4o,30000,40000,30.0,40.0,10.0
vggtest_0kK-PnupAow_86000_96000,0kK-PnupAow,86000,96000,86.0,96.0,10.0
vggtest_0kqQNBR09Rc_90000_100000,0kqQNBR09Rc,90000,100000,90.0,100.0,10.0
vggtest_0loP4WNnL2k_0_10000,0loP4WNnL2k,0,10000,0.0,10.0,10.0
vggtest_0m9-5BkL4Mc_30000_40000,0m9-5BkL4Mc,30000,40000,30.0,40.0,10.0
vggtest_0mNvPaqfwUI_220000_230000,0mNvPaqfwUI,220000,230000,220.0,230.0,10.0
vggtest_0mZQ6Q-viPw_10000_20000,0mZQ6Q-viPw,10000,20000,10.0,20.0,10.0
vggtest_0n56ajMNoMA_118000_128000,0n56ajMNoMA,118000,128000,118.0,128.0,10.0
vggtest_0nYltlo90Zc_147000_157000,0nYltlo90Zc,147000,157000,147.0,157.0,10.0
vggtest_0nYltlo90Zc_161000_171000,0nYltlo90Zc,161000,171000,161.0,171.0,10.0
vggtest_0nib7bMm8BA_15000_25000,0nib7bMm8BA,15000,25000,15.0,25.0,10.0
vggtest_0nvBTp-q7tU_112000_122000,0nvBTp-q7tU,112000,122000,112.0,122.0,10.0
vggtest_0olhNr566Z0_18000_28000,0olhNr566Z0,18000,28000,18.0,28.0,10.0
vggtest_0onKcFY1Tu0_2000_12000,0onKcFY1Tu0,2000,12000,2.0,12.0,10.0
vggtest_0pHTgC1Frnw_350000_360000,0pHTgC1Frnw,350000,360000,350.0,360.0,10.0
vggtest_0q6GOUn_dhU_66000_76000,0q6GOUn_dhU,66000,76000,66.0,76.0,10.0
vggtest_0q9FUj_2qMc_539000_549000,0q9FUj_2qMc,539000,549000,539.0,549.0,10.0
vggtest_0s62qg0kfJE_13000_23000,0s62qg0kfJE,13000,23000,13.0,23.0,10.0
vggtest_0sT6vnChbrc_0_10000,0sT6vnChbrc,0,10000,0.0,10.0,10.0
vggtest_0slFEpnTKkY_115000_125000,0slFEpnTKkY,115000,125000,115.0,125.0,10.0
vggtest_0ssOpzqkojU_30000_40000,0ssOpzqkojU,30000,40000,30.0,40.0,10.0
vggtest_0t1jQa_Lj_E_130000_140000,0t1jQa_Lj_E,130000,140000,130.0,140.0,10.0
vggtest_0u5dddSWuj8_30000_40000,0u5dddSWuj8,30000,40000,30.0,40.0,10.0
vggtest_0uMEyyhzaqU_34000_44000,0uMEyyhzaqU,34000,44000,34.0,44.0,10.0
vggtest_0unbxXUE_c0_114000_124000,0unbxXUE_c0,114000,124000,114.0,124.0,10.0
vggtest_0ut4if4B6zM_56000_66000,0ut4if4B6zM,56000,66000,56.0,66.0,10.0
vggtest_0vFPs6XsU_Q_30000_40000,0vFPs6XsU_Q,30000,40000,30.0,40.0,10.0
vggtest_0vg9qxNKXOw_30000_40000,0vg9qxNKXOw,30000,40000,30.0,40.0,10.0
vggtest_0w7pCxwXzVc_120000_130000,0w7pCxwXzVc,120000,130000,120.0,130.0,10.0
vggtest_0w9PLY1owzk_108000_118000,0w9PLY1owzk,108000,118000,108.0,118.0,10.0
vggtest_0welW-8hB1c_71000_81000,0welW-8hB1c,71000,81000,71.0,81.0,10.0
vggtest_0wzsE67O5tE_230000_240000,0wzsE67O5tE,230000,240000,230.0,240.0,10.0
vggtest_0x9TnOQ5Nhw_20000_30000,0x9TnOQ5Nhw,20000,30000,20.0,30.0,10.0
vggtest_0xDlT_u31fg_30000_40000,0xDlT_u31fg,30000,40000,30.0,40.0,10.0
vggtest_0yxJzCQW5zI_30000_40000,0yxJzCQW5zI,30000,40000,30.0,40.0,10.0
vggtest_1-feQHDL-Qo_30000_40000,1-feQHDL-Qo,30000,40000,30.0,40.0,10.0
vggtest_14tRPoQA4q0_4000_14000,14tRPoQA4q0,4000,14000,4.0,14.0,10.0
vggtest_15aMq3FEyjQ_26000_36000,15aMq3FEyjQ,26000,36000,26.0,36.0,10.0
vggtest_1B-RuZgSqf8_30000_40000,1B-RuZgSqf8,30000,40000,30.0,40.0,10.0
vggtest_1BivKH8w7Fo_37000_47000,1BivKH8w7Fo,37000,47000,37.0,47.0,10.0
vggtest_1BivKH8w7Fo_82000_92000,1BivKH8w7Fo,82000,92000,82.0,92.0,10.0
vggtest_1Bv79-2FK-g_140000_150000,1Bv79-2FK-g,140000,150000,140.0,150.0,10.0
vggtest_1CGx8zxQFx4_70000_80000,1CGx8zxQFx4,70000,80000,70.0,80.0,10.0
vggtest_1CIh0UNxXrI_50000_60000,1CIh0UNxXrI,50000,60000,50.0,60.0,10.0
vggtest_1CZ-bybGzu4_30000_40000,1CZ-bybGzu4,30000,40000,30.0,40.0,10.0
vggtest_1D4LxbOVn1I_30000_40000,1D4LxbOVn1I,30000,40000,30.0,40.0,10.0
vggtest_1D6UsaTflJ8_60000_70000,1D6UsaTflJ8,60000,70000,60.0,70.0,10.0
vggtest_1DDBWHBebR4_50000_60000,1DDBWHBebR4,50000,60000,50.0,60.0,10.0
vggtest_1DJYkemV_0I_101000_111000,1DJYkemV_0I,101000,111000,101.0,111.0,10.0
vggtest_1De-OI8YG-M_7000_17000,1De-OI8YG-M,7000,17000,7.0,17.0,10.0
vggtest_1DlGh4su-Ms_25000_35000,1DlGh4su-Ms,25000,35000,25.0,35.0,10.0
vggtest_1DrrBnFlylU_0_10000,1DrrBnFlylU,0,10000,0.0,10.0,10.0
vggtest_1EH6atYydBc_90000_100000,1EH6atYydBc,90000,100000,90.0,100.0,10.0
vggtest_1ENC2smc8Ig_30000_40000,1ENC2smc8Ig,30000,40000,30.0,40.0,10.0
vggtest_1EWkwWXwI1g_210000_220000,1EWkwWXwI1g,210000,220000,210.0,220.0,10.0
vggtest_1EuGaYmvlXM_170000_180000,1EuGaYmvlXM,170000,180000,170.0,180.0,10.0
vggtest_1F23RciUwDE_30000_40000,1F23RciUwDE,30000,40000,30.0,40.0,10.0
vggtest_1F3_bvIT0ig_0_10000,1F3_bvIT0ig,0,10000,0.0,10.0,10.0
vggtest_1F9zCsJyw6k_230000_240000,1F9zCsJyw6k,230000,240000,230.0,240.0,10.0
vggtest_1FWUnWVX5Xk_159000_169000,1FWUnWVX5Xk,159000,169000,159.0,169.0,10.0
vggtest_1G6wtnmdZhE_30000_40000,1G6wtnmdZhE,30000,40000,30.0,40.0,10.0
vggtest_1GDAnA4hAqQ_105000_115000,1GDAnA4hAqQ,105000,115000,105.0,115.0,10.0
vggtest_1GI75yXlrTk_29000_39000,1GI75yXlrTk,29000,39000,29.0,39.0,10.0
vggtest_1GyO48dbGCI_0_10000,1GyO48dbGCI,0,10000,0.0,10.0,10.0
vggtest_1Isq_KJHriU_16000_26000,1Isq_KJHriU,16000,26000,16.0,26.0,10.0
vggtest_1JSbmO1NQzk_130000_140000,1JSbmO1NQzk,130000,140000,130.0,140.0,10.0
vggtest_1JY4rwQZn3s_11000_21000,1JY4rwQZn3s,11000,21000,11.0,21.0,10.0
vggtest_1J_j6c2uQaM_30000_40000,1J_j6c2uQaM,30000,40000,30.0,40.0,10.0
vggtest_1JfwuwHV0hc_212000_222000,1JfwuwHV0hc,212000,222000,212.0,222.0,10.0
vggtest_1Jo_WQrPc1Q_140000_150000,1Jo_WQrPc1Q,140000,150000,140.0,150.0,10.0
vggtest_1KLmIS-v60U_10000_20000,1KLmIS-v60U,10000,20000,10.0,20.0,10.0
vggtest_1KiFXylkPpg_10000_20000,1KiFXylkPpg,10000,20000,10.0,20.0,10.0
vggtest_1KpqiBhyP7Q_8000_18000,1KpqiBhyP7Q,8000,18000,8.0,18.0,10.0
vggtest_1LA8BxMlXSY_80000_90000,1LA8BxMlXSY,80000,90000,80.0,90.0,10.0
vggtest_1LPIxPA6-O8_261000_271000,1LPIxPA6-O8,261000,271000,261.0,271.0,10.0
vggtest_1LTxZ2aNytc_30000_40000,1LTxZ2aNytc,30000,40000,30.0,40.0,10.0
vggtest_1MTKUN3uFrs_440000_450000,1MTKUN3uFrs,440000,450000,440.0,450.0,10.0
vggtest_1MaEJRh2oGY_34000_44000,1MaEJRh2oGY,34000,44000,34.0,44.0,10.0
vggtest_1MaEJRh2oGY_89000_99000,1MaEJRh2oGY,89000,99000,89.0,99.0,10.0
vggtest_1MgcrYdYas0_30000_40000,1MgcrYdYas0,30000,40000,30.0,40.0,10.0
vggtest_1NV87x_JYnQ_368000_378000,1NV87x_JYnQ,368000,378000,368.0,378.0,10.0
vggtest_1Ny5ZlcBlcQ_30000_40000,1Ny5ZlcBlcQ,30000,40000,30.0,40.0,10.0
vggtest_1O-WeYTRS4w_370000_380000,1O-WeYTRS4w,370000,380000,370.0,380.0,10.0
vggtest_1ON1iLkUPp8_40000_50000,1ON1iLkUPp8,40000,50000,40.0,50.0,10.0
vggtest_1OpNI5DjxC0_30000_40000,1OpNI5DjxC0,30000,40000,30.0,40.0,10.0
vggtest_1P9yEzO1Bic_25000_35000,1P9yEzO1Bic,25000,35000,25.0,35.0,10.0
vggtest_1PAb2MoavDc_210000_220000,1PAb2MoavDc,210000,220000,210.0,220.0,10.0
vggtest_1PPboJuO1Ks_21000_31000,1PPboJuO1Ks,21000,31000,21.0,31.0,10.0
vggtest_1QBsc_IXg8U_750000_760000,1QBsc_IXg8U,750000,760000,750.0,760.0,10.0
vggtest_1QtsF8qkX1Y_70000_80000,1QtsF8qkX1Y,70000,80000,70.0,80.0,10.0
vggtest_1RAcDEFEszA_93000_103000,1RAcDEFEszA,93000,103000,93.0,103.0,10.0
vggtest_1RfdLnNRLfA_149000_159000,1RfdLnNRLfA,149000,159000,149.0,159.0,10.0
vggtest_1RhYdQnZ_hw_30000_40000,1RhYdQnZ_hw,30000,40000,30.0,40.0,10.0
vggtest_1RwhRTe-OKk_30000_40000,1RwhRTe-OKk,30000,40000,30.0,40.0,10.0
vggtest_1SBP-Dy8_II_119000_129000,1SBP-Dy8_II,119000,129000,119.0,129.0,10.0
vggtest_1SPu2hsIhDw_167000_177000,1SPu2hsIhDw,167000,177000,167.0,177.0,10.0
vggtest_1TAOyk0Xgss_370000_380000,1TAOyk0Xgss,370000,380000,370.0,380.0,10.0
vggtest_1TJrceFMGrU_114000_124000,1TJrceFMGrU,114000,124000,114.0,124.0,10.0
vggtest_1TP8JyI5vHI_30000_40000,1TP8JyI5vHI,30000,40000,30.0,40.0,10.0
vggtest_1Tg9VvRZN5k_30000_40000,1Tg9VvRZN5k,30000,40000,30.0,40.0,10.0
vggtest_1Uj_ulATth0_360000_370000,1Uj_ulATth0,360000,370000,360.0,370.0,10.0
vggtest_1Vt6qYw1BnQ_2000_12000,1Vt6qYw1BnQ,2000,12000,2.0,12.0,10.0
vggtest_1W9fwoe4O-M_117000_127000,1W9fwoe4O-M,117000,127000,117.0,127.0,10.0
vggtest_1WI9921OeRc_570000_580000,1WI9921OeRc,570000,580000,570.0,580.0,10.0
vggtest_1WLMVX_Y2Pk_18000_28000,1WLMVX_Y2Pk,18000,28000,18.0,28.0,10.0
vggtest_1WLMVX_Y2Pk_213000_223000,1WLMVX_Y2Pk,213000,223000,213.0,223.0,10.0
vggtest_1XO0SqsZhHU_30000_40000,1XO0SqsZhHU,30000,40000,30.0,40.0,10.0
vggtest_1XZyIaJT8Lw_106000_116000,1XZyIaJT8Lw,106000,116000,106.0,116.0,10.0
vggtest_1Xmw9VUzvLY_150000_160000,1Xmw9VUzvLY,150000,160000,150.0,160.0,10.0
vggtest_1YFa9CpH7Kc_180000_190000,1YFa9CpH7Kc,180000,190000,180.0,190.0,10.0
vggtest_1ZXe1qg_xeg_125000_135000,1ZXe1qg_xeg,125000,135000,125.0,135.0,10.0
vggtest_1ZgXgyEJSbc_390000_400000,1ZgXgyEJSbc,390000,400000,390.0,400.0,10.0
vggtest_1ZwVoNUvaAE_0_10000,1ZwVoNUvaAE,0,10000,0.0,10.0,10.0
vggtest_1_0T2ZIjWnw_31000_41000,1_0T2ZIjWnw,31000,41000,31.0,41.0,10.0
vggtest_1_JeO9Pg1aQ_20000_30000,1_JeO9Pg1aQ,20000,30000,20.0,30.0,10.0
vggtest_1_Yd3NwpP7M_210000_220000,1_Yd3NwpP7M,210000,220000,210.0,220.0,10.0
vggtest_1_v-Kro86Io_10000_20000,1_v-Kro86Io,10000,20000,10.0,20.0,10.0
vggtest_1_yyvTRVoZQ_2000_12000,1_yyvTRVoZQ,2000,12000,2.0,12.0,10.0
vggtest_1_yyvTRVoZQ_209000_219000,1_yyvTRVoZQ,209000,219000,209.0,219.0,10.0
vggtest_1a-ODBWMUAE_30000_40000,1a-ODBWMUAE,30000,40000,30.0,40.0,10.0
vggtest_1aDnyPubxdY_118000_128000,1aDnyPubxdY,118000,128000,118.0,128.0,10.0
vggtest_1aexyJH0jU8_2000_12000,1aexyJH0jU8,2000,12000,2.0,12.0,10.0
vggtest_1bIH_Qh_clk_30000_40000,1bIH_Qh_clk,30000,40000,30.0,40.0,10.0
vggtest_1bSLrOlRIB4_50000_60000,1bSLrOlRIB4,50000,60000,50.0,60.0,10.0
vggtest_1bbyaXEVouE_30000_40000,1bbyaXEVouE,30000,40000,30.0,40.0,10.0
vggtest_1cqcTbDxsHM_130000_140000,1cqcTbDxsHM,130000,140000,130.0,140.0,10.0
vggtest_1cwGW0cBdRs_30000_40000,1cwGW0cBdRs,30000,40000,30.0,40.0,10.0
vggtest_1cwReJkXLVo_505000_515000,1cwReJkXLVo,505000,515000,505.0,515.0,10.0
vggtest_1cxvg7qu0G0_70000_80000,1cxvg7qu0G0,70000,80000,70.0,80.0,10.0
vggtest_1dyFP4MGkIM_30000_40000,1dyFP4MGkIM,30000,40000,30.0,40.0,10.0
vggtest_1e0_4dwF9A4_30000_40000,1e0_4dwF9A4,30000,40000,30.0,40.0,10.0
vggtest_1eBzpkIY-TY_198000_208000,1eBzpkIY-TY,198000,208000,198.0,208.0,10.0
vggtest_1eP5LSjyge0_220000_230000,1eP5LSjyge0,220000,230000,220.0,230.0,10.0
vggtest_1f-s2gYqyh8_19000_29000,1f-s2gYqyh8,19000,29000,19.0,29.0,10.0
vggtest_1fDGejVDAHU_0_10000,1fDGejVDAHU,0,10000,0.0,10.0,10.0
vggtest_1g6sdWOc9k4_510000_520000,1g6sdWOc9k4,510000,520000,510.0,520.0,10.0
vggtest_1gSwLBNvEWE_34000_44000,1gSwLBNvEWE,34000,44000,34.0,44.0,10.0
vggtest_1gWu-9hPzFs_22000_32000,1gWu-9hPzFs,22000,32000,22.0,32.0,10.0
vggtest_1garMoYilAY_30000_40000,1garMoYilAY,30000,40000,30.0,40.0,10.0
vggtest_1hIg-Lsvc7Q_30000_40000,1hIg-Lsvc7Q,30000,40000,30.0,40.0,10.0
vggtest_1hJnxzlxnQs_30000_40000,1hJnxzlxnQs,30000,40000,30.0,40.0,10.0
vggtest_1hKSlZZ5T50_2000_12000,1hKSlZZ5T50,2000,12000,2.0,12.0,10.0
vggtest_1hWAOReJehw_140000_150000,1hWAOReJehw,140000,150000,140.0,150.0,10.0
vggtest_1hba9jmspEQ_30000_40000,1hba9jmspEQ,30000,40000,30.0,40.0,10.0
vggtest_1hknEtsmdOc_30000_40000,1hknEtsmdOc,30000,40000,30.0,40.0,10.0
vggtest_1hsOUPwn21E_83000_93000,1hsOUPwn21E,83000,93000,83.0,93.0,10.0
vggtest_1hwkxJOl1PY_20000_30000,1hwkxJOl1PY,20000,30000,20.0,30.0,10.0
vggtest_1j13NdQiw8c_30000_40000,1j13NdQiw8c,30000,40000,30.0,40.0,10.0
vggtest_1jHVyPknyhM_5000_15000,1jHVyPknyhM,5000,15000,5.0,15.0,10.0
vggtest_1jq7zSF_v7s_140000_150000,1jq7zSF_v7s,140000,150000,140.0,150.0,10.0
vggtest_1k0R3npPdKI_252000_262000,1k0R3npPdKI,252000,262000,252.0,262.0,10.0
vggtest_1kV-NUwWfSc_63000_73000,1kV-NUwWfSc,63000,73000,63.0,73.0,10.0
vggtest_1kiR-BU9Fik_71000_81000,1kiR-BU9Fik,71000,81000,71.0,81.0,10.0
vggtest_1lLobOtsIFA_30000_40000,1lLobOtsIFA,30000,40000,30.0,40.0,10.0
vggtest_1lMCacmGZ8I_52000_62000,1lMCacmGZ8I,52000,62000,52.0,62.0,10.0
vggtest_1mGE3y19p9g_129000_139000,1mGE3y19p9g,129000,139000,129.0,139.0,10.0
vggtest_1mMqLP36sCQ_245000_255000,1mMqLP36sCQ,245000,255000,245.0,255.0,10.0
vggtest_1mMqLP36sCQ_70000_80000,1mMqLP36sCQ,70000,80000,70.0,80.0,10.0
vggtest_1ma4b_TsEVA_320000_330000,1ma4b_TsEVA,320000,330000,320.0,330.0,10.0
vggtest_1mfghenMj_E_10000_20000,1mfghenMj_E,10000,20000,10.0,20.0,10.0
vggtest_1n5uFGk2pnc_58000_68000,1n5uFGk2pnc,58000,68000,58.0,68.0,10.0
vggtest_1n6JyJt4kJ4_18000_28000,1n6JyJt4kJ4,18000,28000,18.0,28.0,10.0
vggtest_1nNXaI04SEg_30000_40000,1nNXaI04SEg,30000,40000,30.0,40.0,10.0
vggtest_1n_s2Gb5R1Q_30000_40000,1n_s2Gb5R1Q,30000,40000,30.0,40.0,10.0
vggtest_1nbCJJtsruI_0_10000,1nbCJJtsruI,0,10000,0.0,10.0,10.0
vggtest_1oJAVJPX0YY_20000_30000,1oJAVJPX0YY,20000,30000,20.0,30.0,10.0
vggtest_1obzCbmFpa8_410000_420000,1obzCbmFpa8,410000,420000,410.0,420.0,10.0
vggtest_1owKdIYYYeg_0_10000,1owKdIYYYeg,0,10000,0.0,10.0,10.0
vggtest_1pMMz2vm6JE_109000_119000,1pMMz2vm6JE,109000,119000,109.0,119.0,10.0
vggtest_1pMMz2vm6JE_2000_12000,1pMMz2vm6JE,2000,12000,2.0,12.0,10.0
vggtest_1q8kkQhS97g_140000_150000,1q8kkQhS97g,140000,150000,140.0,150.0,10.0
vggtest_1qRi4bT_t3Q_398000_408000,1qRi4bT_t3Q,398000,408000,398.0,408.0,10.0
vggtest_1rJWW_KqeAw_30000_40000,1rJWW_KqeAw,30000,40000,30.0,40.0,10.0
vggtest_1roSKWxidVo_35000_45000,1roSKWxidVo,35000,45000,35.0,45.0,10.0
vggtest_1rtXsGC-q3Q_30000_40000,1rtXsGC-q3Q,30000,40000,30.0,40.0,10.0
vggtest_1tC7bTilFWk_30000_40000,1tC7bTilFWk,30000,40000,30.0,40.0,10.0
vggtest_1tjJmArxVBM_30000_40000,1tjJmArxVBM,30000,40000,30.0,40.0,10.0
vggtest_1tn0MJTOprg_3000_13000,1tn0MJTOprg,3000,13000,3.0,13.0,10.0
vggtest_1tobDIRRV0A_30000_40000,1tobDIRRV0A,30000,40000,30.0,40.0,10.0
vggtest_1tz4xNRRR4M_10000_20000,1tz4xNRRR4M,10000,20000,10.0,20.0,10.0
vggtest_1uCzQCdCC1U_170000_180000,1uCzQCdCC1U,170000,180000,170.0,180.0,10.0
vggtest_1uIfP9ipzxY_58000_68000,1uIfP9ipzxY,58000,68000,58.0,68.0,10.0
vggtest_1uLkSMHxvZY_440000_450000,1uLkSMHxvZY,440000,450000,440.0,450.0,10.0
vggtest_1uhuVsFGe6E_50000_60000,1uhuVsFGe6E,50000,60000,50.0,60.0,10.0
vggtest_1veIcvGPRYw_3000_13000,1veIcvGPRYw,3000,13000,3.0,13.0,10.0
vggtest_1vy-ZxTMQf4_377000_387000,1vy-ZxTMQf4,377000,387000,377.0,387.0,10.0
vggtest_1w_iLXQb-9Q_7000_17000,1w_iLXQb-9Q,7000,17000,7.0,17.0,10.0
vggtest_1wdCX1HmRyk_140000_150000,1wdCX1HmRyk,140000,150000,140.0,150.0,10.0
vggtest_1wqJ9KDfcME_60000_70000,1wqJ9KDfcME,60000,70000,60.0,70.0,10.0
vggtest_1xS-iGBR2b8_14000_24000,1xS-iGBR2b8,14000,24000,14.0,24.0,10.0
vggtest_1xZESfMpi9Q_156000_166000,1xZESfMpi9Q,156000,166000,156.0,166.0,10.0
vggtest_1xhSBniwGbM_30000_40000,1xhSBniwGbM,30000,40000,30.0,40.0,10.0
vggtest_1y-PYHnpvZs_38000_48000,1y-PYHnpvZs,38000,48000,38.0,48.0,10.0
vggtest_1yWGmdevTuM_30000_40000,1yWGmdevTuM,30000,40000,30.0,40.0,10.0
vggtest_1yfwHkdCucc_42000_52000,1yfwHkdCucc,42000,52000,42.0,52.0,10.0
vggtest_1yxij2nsbZw_0_10000,1yxij2nsbZw,0,10000,0.0,10.0,10.0
vggtest_1z19uJK6SB0_76000_86000,1z19uJK6SB0,76000,86000,76.0,86.0,10.0
vggtest_1z96Z0DSNlM_4000_14000,1z96Z0DSNlM,4000,14000,4.0,14.0,10.0
vggtest_2-XyCIq8Yp0_50000_60000,2-XyCIq8Yp0,50000,60000,50.0,60.0,10.0
vggtest_23xC7lTBikU_20000_30000,23xC7lTBikU,20000,30000,20.0,30.0,10.0
vggtest_24tWz7gmngI_30000_40000,24tWz7gmngI,30000,40000,30.0,40.0,10.0
vggtest_26dqZUTv5os_175000_185000,26dqZUTv5os,175000,185000,175.0,185.0,10.0
vggtest_28Ih0rDx-Y4_310000_320000,28Ih0rDx-Y4,310000,320000,310.0,320.0,10.0
vggtest_2A63oYgod8Y_560000_570000,2A63oYgod8Y,560000,570000,560.0,570.0,10.0
vggtest_2ACsPTob5cY_118000_128000,2ACsPTob5cY,118000,128000,118.0,128.0,10.0
vggtest_2ACsPTob5cY_349000_359000,2ACsPTob5cY,349000,359000,349.0,359.0,10.0
vggtest_2ASyuuVhr6M_52000_62000,2ASyuuVhr6M,52000,62000,52.0,62.0,10.0
vggtest_2BMOGrFU_m8_167000_177000,2BMOGrFU_m8,167000,177000,167.0,177.0,10.0
vggtest_2BNSDDwGxM8_30000_40000,2BNSDDwGxM8,30000,40000,30.0,40.0,10.0
vggtest_2BbBEozEiak_133000_143000,2BbBEozEiak,133000,143000,133.0,143.0,10.0
vggtest_2BbBEozEiak_186000_196000,2BbBEozEiak,186000,196000,186.0,196.0,10.0
vggtest_2Bljhdt61Y4_38000_48000,2Bljhdt61Y4,38000,48000,38.0,48.0,10.0
vggtest_2C4aXzGI2eI_415000_425000,2C4aXzGI2eI,415000,425000,415.0,425.0,10.0
vggtest_2C7SzKv2uLU_41000_51000,2C7SzKv2uLU,41000,51000,41.0,51.0,10.0
vggtest_2CEb1hYM3EA_240000_250000,2CEb1hYM3EA,240000,250000,240.0,250.0,10.0
vggtest_2CIWnYMxFCw_29000_39000,2CIWnYMxFCw,29000,39000,29.0,39.0,10.0
vggtest_2CidaVnd60g_0_10000,2CidaVnd60g,0,10000,0.0,10.0,10.0
